Y,E1,E2,E3,E4,E5,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
8942.054809,1486.029017,802.89312,1558.020927,686.3714829,1031.008531,1,1,0,1,1,1,1,0,0,1
8455.235974,833.6930707,1997.051177,1258.438084,1404.531307,760.2506437,1,1,1,0,1,1,0,0,1,0
8507.216669,503.8036577,947.0879114,999.9611606,1097.874351,994.7427494,1,1,0,1,0,1,1,1,0,1
10241.79654,1879.64038,1936.708374,1087.828016,1198.425345,998.9467051,0,1,1,1,0,0,1,1,1,1
8584.75899,1118.528465,1573.147457,1777.442571,1586.828178,1415.972898,1,1,1,0,0,0,1,1,0,1
9411.353906,1598.534084,1309.530649,1960.389375,1045.344785,603.3880728,1,1,1,1,1,1,0,1,0,1
8728.351788,1844.260035,1057.619155,1895.530814,1638.901376,845.0403931,0,1,1,1,0,1,0,1,0,1
5422.195865,1746.468968,1362.381385,1480.098133,1334.66908,1448.998621,0,1,1,0,0,0,0,0,1,1
11478.10145,538.4320141,1425.736923,1416.599777,1516.528222,530.973133,0,1,1,0,0,1,0,1,0,1
8373.143166,1656.51557,1909.082518,940.2766079,1052.839233,576.9082748,1,1,0,0,0,0,1,0,0,1
12615.45031,886.9472382,1593.15189,584.9667029,1425.768911,791.8876308,1,1,1,1,0,1,1,1,0,0
6840.73165,1944.883689,1956.429299,559.6981398,1194.289659,1230.018824,0,1,1,0,1,1,0,1,0,1
9114.787021,1988.76788,1837.560301,1706.047642,1412.698424,1682.121927,1,0,0,0,0,1,0,0,1,1
7845.541723,1871.656396,1469.057653,1356.784873,825.3707143,1006.694473,0,1,1,1,1,0,1,1,0,1
5783.325726,1824.65884,674.223006,1733.70071,561.6708046,568.4264789,0,1,1,1,0,0,0,1,1,1
8559.302802,1957.044307,986.7131652,1679.092832,836.154164,888.0109639,0,1,1,0,0,1,0,1,1,1
9354.818256,636.4752147,1469.463348,1276.802041,1734.782755,801.0657254,0,1,1,0,0,1,0,0,0,1
9289.072551,1504.1272,1745.645464,1813.673659,1385.880417,1590.29664,1,1,1,0,0,0,1,1,1,0
9607.363609,1796.358229,872.1938705,1833.097007,1983.637375,945.5125397,1,1,1,0,1,1,0,1,1,1
8168.818668,672.7544896,1568.407409,546.4835019,952.6111662,1009.57152,1,1,1,0,0,1,0,0,1,0
6710.44897,1944.839498,750.9938064,1893.569967,1611.527718,1051.872734,1,1,0,1,1,1,0,1,1,1
7129.673864,1443.754883,1531.242592,1698.014461,767.7009228,1051.816248,0,1,1,1,0,0,1,0,0,1
8624.297596,657.2420682,611.4048728,1301.364977,1406.80967,1855.034406,0,1,1,0,1,1,1,0,0,1
7681.575356,633.8168889,1494.066362,864.8818418,709.003342,1120.767889,1,1,1,0,1,0,1,1,0,1
12003.35798,1652.878234,1831.088368,1419.850533,893.2136322,1422.79737,0,1,1,0,1,1,1,1,1,0
6438.97578,728.4633789,1254.885772,1263.146358,958.1159709,1419.793279,1,1,1,0,0,0,0,1,0,1
9352.529875,1999.933721,1880.372482,1484.278293,1323.230556,1110.869496,0,1,1,1,0,1,0,1,1,1
14189.00945,1194.135074,1528.515417,1171.710818,881.9762849,692.4401205,1,1,1,0,1,1,1,1,1,0
6509.87562,920.4882676,1385.12966,1324.932247,1413.439169,865.1358316,0,1,1,0,1,0,0,0,0,1
10155.25902,984.7158066,1552.891306,718.3614819,1187.692886,1308.22625,0,1,1,0,0,0,0,0,1,0
6856.338316,1771.144462,1150.671804,1057.198606,1131.363598,691.3662684,1,1,1,0,0,0,1,1,1,1
13285.80419,1909.170264,1889.959389,933.8857046,1924.361555,925.4585762,1,1,1,1,0,1,1,1,1,0
12611.21769,1303.199219,1800.313003,835.6530439,1467.799946,1851.973391,0,1,1,0,0,1,1,1,1,0
10271.76983,796.4357021,723.8416628,1168.804528,557.0106229,899.3341953,0,1,1,1,0,1,1,0,1,1
6388.167197,534.0352983,511.8796619,1724.863059,879.7210476,1890.459233,0,1,0,1,1,0,0,1,0,0
8219.490543,776.9445474,1262.914479,966.7580236,627.5249431,1708.444518,0,1,1,0,1,1,0,0,1,0
5542.480645,1282.166948,1264.711931,1816.87822,711.9269879,746.5712862,1,0,1,1,0,1,0,1,1,0
7438.607207,825.5828728,1209.204983,1593.124787,1250.923134,1025.586218,1,0,0,0,1,1,0,0,1,1
10996.14387,1883.447685,665.4593148,1473.88979,1141.594776,1898.6337,0,1,1,0,0,0,0,0,0,1
9816.934709,925.8931716,982.6715973,657.7002017,1532.89215,1551.079087,0,1,1,0,1,1,0,0,1,1
5118.214318,1485.82688,1030.000813,622.2260426,1475.756997,1626.025512,0,1,1,1,0,0,0,1,0,1
10453.16944,587.2088218,1208.30973,1393.071834,793.7126146,811.3432662,0,1,1,0,0,1,0,1,0,1
7400.080033,904.107415,1992.545983,1069.603586,1523.431711,1649.26177,0,1,0,0,1,1,0,1,0,1
11412.40501,1951.300229,858.3802967,1522.33573,859.5738511,729.0284805,0,1,1,1,0,1,1,1,0,0
10456.33608,884.345352,1155.063101,912.3797042,1377.050667,1664.001995,0,1,0,0,1,1,1,1,1,1
7364.761222,694.2945768,1516.741462,1997.716,1326.869075,1305.802002,1,1,0,0,0,0,0,0,1,1
9422.82818,1420.210118,707.0310295,728.5088098,993.1661102,524.0560415,1,1,1,0,1,0,0,1,1,1
10959.52648,1581.464308,681.109001,1351.940871,1395.086723,1579.472834,0,1,1,1,0,1,1,1,1,1
8744.234893,1372.309653,550.2635342,506.2218476,1293.382587,1890.296535,0,1,1,0,0,0,1,0,0,1
8859.221743,1215.593978,1788.15923,1067.364436,1288.431499,1835.061501,0,1,1,0,0,1,0,1,1,1
7775.751256,790.4969055,719.1398635,1816.959783,1463.12751,746.5554486,0,0,0,1,0,1,0,1,0,1
10053.51564,874.293211,1789.166085,1624.43336,512.7771891,1963.637303,1,1,1,1,0,0,1,1,0,1
5477.445318,1886.55523,1688.745519,664.6336324,1317.762979,943.707149,0,0,0,1,1,1,0,1,1,1
9613.896896,852.7327712,1780.771201,581.7630595,1850.272233,1478.365017,0,1,1,0,0,1,0,1,0,1
8499.379483,636.1795396,519.3206671,1824.748518,1459.82866,1797.482875,1,1,1,0,1,0,1,1,1,1
5867.254363,1042.771102,1916.585732,1060.424099,669.3531381,1413.47155,0,0,1,0,0,0,1,1,1,1
7775.410196,1796.337193,1676.107148,1706.2478,500.1533015,1233.993939,1,1,1,0,0,0,1,0,1,1
8490.404692,1752.445076,968.7597667,1394.353193,551.1033419,1502.710519,1,1,1,0,0,0,1,0,1,1
9994.963873,1226.116631,1077.982108,1346.789556,1629.010431,1050.449879,1,1,1,0,0,0,1,0,1,1
11365.36855,1256.692695,516.5718859,779.419172,1227.229698,834.2563028,0,1,1,1,1,1,1,0,0,1
15368.0184,1292.474563,1727.044846,1037.373706,1523.525335,1860.897742,1,1,1,0,1,1,1,0,1,1
8231.073085,1162.673111,1062.048077,1457.968778,530.7308108,1009.084882,1,1,0,0,1,1,1,0,1,1
6032.531962,1376.846304,1911.141114,803.9209449,546.156213,1911.503806,0,1,1,1,0,0,0,1,0,0
9726.091719,1971.933761,851.5759701,706.3757459,1880.356349,971.9607432,1,1,0,1,1,1,0,1,0,1
8160.742338,993.6647333,1081.443038,1862.112105,1955.044409,1755.520605,1,1,1,0,1,0,1,1,0,1
8045.648189,1015.594953,1628.894311,896.8433336,856.6416351,1946.893147,1,1,1,0,0,0,0,1,0,1
9453.592525,1211.29211,795.9802281,739.7119848,1150.073604,1442.281247,1,1,0,0,0,1,1,0,1,1
7823.250807,1144.567907,1517.79341,1005.884409,1803.259062,675.3619568,0,1,1,0,1,0,1,1,1,1
7699.096556,1129.302119,775.2402289,505.0391461,1985.750299,958.9858054,0,1,0,0,0,1,1,1,0,1
10718.32938,1044.17317,1620.94153,1800.273902,1607.938714,814.6332791,0,1,1,1,0,1,0,1,0,0
6703.681398,1320.059378,1143.783122,1303.458735,1200.468151,1324.0696,1,0,1,0,1,1,0,1,0,1
8635.512567,1202.33471,685.5028914,1620.635199,997.9450796,1583.039659,1,1,1,1,0,0,0,0,0,0
8799.943022,522.5313478,849.3033752,1575.925887,1122.268234,1574.820005,0,0,1,1,1,1,1,0,1,1
7621.978087,1816.126707,1572.395849,1509.277875,619.826589,1192.485669,0,1,1,1,0,1,0,1,1,1
8710.437607,1725.573626,1379.298309,997.0051944,678.1082884,1954.065404,1,1,1,1,0,1,0,1,1,0
11647.56755,518.5596752,1112.281763,1151.206937,1378.058398,1200.907412,1,1,1,0,0,0,1,0,1,1
11390.7613,1937.716402,925.0352562,1061.060391,1527.484548,1239.242793,1,1,1,0,1,1,1,1,0,1
11201.09444,1318.3071,1434.216901,914.4177426,1502.964246,543.818194,1,0,1,1,0,1,1,1,0,0
9280.924211,1055.089452,1911.595218,1476.513114,1794.776063,1924.31193,0,1,1,1,1,1,0,0,0,1
9660.954896,1107.621024,667.0450061,960.4532709,1464.850434,1650.892141,1,1,1,0,1,0,1,1,1,1
8051.714917,1456.070049,1176.188751,1448.691501,1106.521467,972.7819738,0,0,0,1,1,1,0,1,0,1
14548.62808,1926.146635,924.6748508,958.9170158,717.1326086,764.4186952,1,1,0,0,1,1,1,1,0,1
12561.59566,1223.409298,749.9688069,1098.37497,1402.318315,1790.759895,0,1,1,0,1,1,1,1,1,0
3631.7968,965.0966756,1909.612391,1309.482793,1226.008028,676.98351,0,1,1,0,0,0,0,0,1,1
8591.927871,851.1033505,673.8521648,1306.189555,581.8616963,1486.952748,0,1,1,1,1,1,0,1,1,1
6293.943736,1189.266737,1629.856823,1646.698488,1033.421122,1553.239557,0,1,1,0,1,1,0,0,1,1
6602.713754,1426.162969,1146.030052,564.1645734,1538.067481,806.4687941,1,1,1,0,0,1,0,0,0,1
10739.83594,552.6967284,551.6816499,1375.888496,1188.603643,1870.412294,0,1,1,1,0,0,1,0,1,1
10605.0196,1023.38428,848.1463415,1696.490548,1306.496061,1257.516156,1,1,1,0,0,1,0,1,0,0
8657.150322,1688.514881,1940.681133,818.4142987,1125.900702,1133.304483,0,1,1,0,0,0,0,0,1,1
7852.228196,1961.170254,1541.41063,1187.77208,689.9846472,1814.812407,1,1,1,1,0,0,1,1,1,1
10371.2899,1439.560449,1082.158088,1169.421791,1965.014833,620.8912353,0,1,1,0,1,1,0,1,1,1
11332.36408,1320.618575,1987.527404,1733.385505,1010.58901,695.5271454,0,1,1,0,0,1,1,1,0,1
9896.66976,1398.443112,1687.729557,1822.398418,548.7718729,922.5611751,1,1,1,1,0,1,0,1,0,1
11057.91478,1770.922771,1718.726609,1460.651638,1385.918127,1684.321637,1,1,1,0,1,1,0,1,0,1
7541.052887,1821.496006,921.5099388,1854.080047,1015.076167,895.8337816,0,1,0,0,1,1,1,1,1,0
7880.454715,1261.72089,1492.088472,504.8152392,1597.827744,1520.829385,0,1,0,0,1,0,0,1,0,0
9106.052907,1465.198321,701.3110106,683.1630199,1722.702796,621.279234,0,1,1,0,1,1,1,1,1,1
11484.01806,965.2783757,1570.358655,981.5567154,1694.799823,1682.272832,1,1,0,0,0,1,1,0,1,1
7996.242477,767.860898,1687.778398,1040.471881,699.9680866,1708.684409,0,1,1,1,0,1,0,1,0,1
8894.897508,1932.442121,1463.888555,1375.00519,1500.154319,1205.13043,1,1,1,0,1,0,0,0,1,1
14395.4662,500.6203862,831.8904156,1830.181732,1664.474019,776.9434997,1,1,1,1,0,1,1,1,0,1
9530.073045,514.490938,1714.534884,1568.523285,681.2894421,1399.308266,1,1,1,1,0,1,1,1,1,1
9663.396868,1898.616538,871.1645186,1676.594549,502.9746023,894.3929328,0,1,1,1,0,1,0,1,1,0
10021.51156,611.4864462,704.443945,1597.528883,571.022501,1190.508362,1,1,1,0,0,1,0,0,1,1
10065.07713,989.7822518,1576.761235,1799.566637,1040.758573,1872.586725,0,1,1,1,1,1,0,0,0,0
5454.766079,1374.61074,1096.960171,1763.014083,1641.635212,1897.737082,1,0,1,1,1,0,0,1,0,1
9499.947181,1012.745721,1270.622153,797.5311544,1313.77083,1272.919265,0,0,1,1,0,1,1,1,0,1
9916.662693,1551.247823,1002.806619,517.7075343,912.2992208,813.9178201,1,1,1,0,0,1,0,0,0,1
6605.218522,568.9614525,1626.563313,949.703711,1862.776748,587.8579352,1,0,1,1,0,1,0,0,1,1
10035.22982,724.108596,1587.083379,1403.486964,1378.505827,1667.838844,0,1,1,0,1,1,0,0,0,1
11238.68611,1820.874809,846.5107958,516.2203726,1655.394495,974.176463,1,1,1,0,1,1,1,0,0,1
10515.69247,1117.688404,1165.651014,1645.68451,1208.106422,1704.835434,1,1,1,1,0,1,0,0,1,0
9587.744442,899.6467058,850.6375493,871.2006198,1675.158331,1252.602002,0,1,0,1,1,0,0,1,0,1
7729.124343,627.3278004,871.4041216,592.1887832,928.3037018,1598.903532,1,1,1,0,0,0,0,1,1,0
10352.08137,1563.79075,607.7418519,1921.346708,1703.233892,1979.616593,1,1,1,1,0,0,1,1,1,1
5740.386576,913.8700048,836.6657657,896.1102394,876.1848498,1108.602591,1,0,1,0,1,0,1,0,0,1
7638.49354,912.462194,1417.849557,1379.868589,1910.244976,1031.497775,0,1,1,0,0,0,1,1,0,1
10662.79223,577.5684038,1769.408441,1823.124422,1516.28575,1938.304201,1,0,1,0,1,1,1,0,0,1
6940.491608,1311.172319,1725.714137,834.788978,1364.062982,1624.841957,1,0,1,0,0,0,0,1,0,1
8765.924214,1304.791403,1499.851704,761.3691029,1060.257141,1374.821184,1,1,1,0,1,0,1,1,1,0
6539.278296,858.1275495,728.4217093,702.2280013,571.2859501,1302.242328,1,1,1,1,1,1,0,0,1,0
11364.143,1846.042063,620.1520866,1920.586219,1352.197584,1444.791973,0,1,1,0,0,1,0,1,0,1
7922.201245,1994.938474,1293.601424,738.2173978,687.9463674,1378.882959,0,1,0,0,1,1,0,1,1,1
13003.20129,1241.455289,1488.727921,1368.09243,1976.217591,537.3782153,0,1,1,0,0,1,1,1,1,1
13977.83625,1808.161189,845.8667621,742.3215227,798.2794575,1410.223699,1,1,1,0,0,1,1,1,1,0
7386.371192,1672.753975,1706.465132,895.4295109,1496.338276,1193.428543,1,0,1,1,0,1,0,1,0,1
11949.09527,696.4131814,1388.735859,1292.54391,1730.730036,1272.252909,0,1,1,0,1,1,1,1,1,0
7297.998455,1667.387205,1067.880921,1843.598693,1998.568352,604.6452326,0,1,1,1,0,0,0,0,0,0
13614.28127,1285.667846,1648.192124,1718.207296,1775.937558,948.6161768,1,1,1,0,1,1,1,0,0,0
11706.70172,523.5616831,1161.133756,731.6849005,743.5523894,587.0568512,1,1,1,1,0,1,1,1,1,1
10888.88985,1252.046744,1212.012476,719.6107036,1146.046563,1328.251361,1,1,1,0,1,1,0,0,1,0
13198.20999,1565.89031,1051.664867,1773.765918,1389.534142,778.2624009,1,1,1,1,1,1,0,1,0,0
10037.63247,1186.232223,1415.24235,1987.558602,650.4212844,1373.469593,0,1,1,1,1,1,0,0,0,1
9905.358799,870.2361499,881.6606622,1794.725606,666.3126911,1524.683563,0,1,1,1,1,1,1,1,1,0
9907.912433,1433.586114,1985.029598,1586.994958,1981.749531,1707.842142,0,1,1,0,0,1,1,1,1,1
10133.34312,732.1380723,937.7958024,900.903136,974.4684434,821.2322816,0,1,1,1,0,1,1,1,1,1
8837.286404,861.0830613,1956.012144,1227.055802,1246.600354,804.4877837,0,1,1,0,0,0,1,0,0,1
4370.76483,1988.691785,1357.658018,1458.198829,1800.798045,1615.121469,0,0,1,1,0,0,1,1,1,1
16357.83297,1354.579064,744.9156239,814.5640648,1534.504939,826.034479,1,1,1,1,0,1,1,1,1,1
12803.58568,1926.168119,1180.212732,1290.398361,1648.984058,1484.965742,1,1,1,0,0,1,1,0,1,1
7600.878329,868.3857861,679.8383496,666.5870154,730.1409186,1815.986281,1,1,1,0,0,0,1,1,0,1
13149.66482,803.3755579,526.0404281,679.6353514,894.8426365,1320.57042,1,1,1,0,0,1,1,1,1,1
11246.4978,1350.655862,537.3799969,1190.525971,848.4679136,1970.339616,0,1,1,1,0,0,1,1,1,1
9800.011652,1481.828771,620.8681893,658.1058967,1254.15869,783.4243987,0,1,1,1,0,0,1,1,1,1
10395.89537,1399.910755,1060.295536,1773.915373,1726.769053,1050.167233,1,1,1,0,1,1,1,1,0,1
8881.951962,928.5041624,1442.450962,1862.688468,638.6428699,1458.263025,1,1,1,0,1,0,1,0,1,0
12546.82695,751.304928,1192.400875,1872.811472,1357.119539,1932.949045,1,1,1,1,0,1,1,0,0,1
11232.34563,1706.045606,742.0871001,1911.111855,996.3587178,1655.189691,1,1,1,0,0,0,0,0,1,1
13119.84884,1760.64106,1474.559685,702.1206333,881.7160383,1096.851576,1,1,1,0,0,1,1,0,0,1
9226.189425,1718.155624,566.5595751,805.3193495,765.9042702,748.667236,1,1,1,0,1,1,0,0,1,0
7421.70226,1058.511681,1583.552146,1577.834641,1072.728714,1001.727196,1,1,1,1,0,1,0,1,0,1
5373.10647,878.3455619,807.8798205,833.3364651,1091.689344,1682.336165,1,0,1,1,0,1,0,1,0,1
13816.63515,1073.771992,1400.606158,672.6307116,1930.466572,1156.4424,1,1,1,1,1,1,1,0,1,0
11658.68624,1562.467849,956.7767377,1565.852566,1154.002242,781.5872431,1,1,1,0,0,1,1,1,1,1
3184.527703,654.7808914,1719.997682,1247.151699,847.5192253,1077.03265,1,0,1,1,1,0,0,0,0,1
10047.48288,809.6981881,677.124714,1856.389186,1112.75573,1717.92811,1,1,1,0,0,1,1,1,1,1
10450.73329,1661.974569,1008.136887,903.4064958,1133.946581,1744.59633,1,1,0,0,1,1,1,0,0,0
8442.289338,1114.180302,630.2105433,1543.378853,1733.28956,1172.050151,1,1,1,0,1,1,0,1,1,0
10246.93526,767.7338818,1647.117135,1593.783127,808.9090867,1656.330545,0,1,1,0,1,0,1,0,0,1
9266.67774,1706.934649,504.0658339,1053.589111,1241.050177,655.1814887,1,1,1,1,0,1,0,0,1,1
12513.34275,532.3293686,1304.796157,1185.660166,1093.432015,887.2677737,1,1,1,0,1,1,1,1,0,1
9661.693607,995.3245701,1292.560391,1228.418573,1137.800702,880.781929,1,0,1,0,0,1,1,1,0,1
7566.499291,1926.235121,786.4093618,1760.208738,526.8203383,556.5429183,0,1,1,0,1,0,1,0,0,1
11608.4406,1587.305268,1868.295213,1524.750616,1891.555418,1430.549165,0,1,0,0,0,1,1,1,1,0
9508.112564,661.9096092,712.8358607,527.928165,1211.662115,1656.330754,1,1,0,1,1,0,1,0,1,1
13658.51416,1822.799947,1893.237384,1386.391501,1054.959992,1102.600453,1,1,1,0,0,1,1,1,0,1
8496.232386,988.8734991,1231.399279,1387.760129,1666.910076,1064.734846,0,1,1,1,1,1,0,1,1,1
9561.198672,1826.353277,622.2876031,1847.670645,609.7516427,1589.075304,0,1,1,0,0,1,0,1,0,1
5563.404646,1084.734393,1714.589531,1353.020017,1498.167148,1319.743993,1,0,1,0,0,1,0,0,1,0
9090.646358,1316.749981,1288.354917,513.6032795,1429.003047,1791.668671,0,1,1,0,1,0,1,1,0,1
8987.974744,1628.483833,1639.432152,1554.253714,932.2645454,1850.722183,0,1,1,1,0,0,1,1,0,1
9017.821208,800.3606491,1222.565868,697.1597173,990.7441027,1489.474302,1,1,1,0,0,1,0,1,1,1
11406.87657,1807.346304,535.8316309,1952.156561,1416.702156,789.1627027,1,1,0,1,0,1,0,1,1,0
9261.058649,604.1520071,517.6153092,1167.639175,607.5765601,502.0934718,0,1,0,0,0,1,0,0,0,0
10578.82789,851.2152245,731.3977455,741.0621309,1516.183472,1079.262152,0,1,1,0,0,0,1,1,0,0
11602.89749,1450.395412,631.4677453,1646.066778,1996.550901,752.7359797,1,1,1,0,0,1,0,0,1,1
9751.826049,1888.312574,1523.019343,1030.89788,862.1428182,1926.499036,0,1,1,1,0,1,0,0,1,1
10106.2583,1705.319178,933.2764674,1254.411,524.991597,1752.150049,1,1,1,0,1,1,0,0,1,1
8555.2231,825.6698351,659.8195659,1407.890347,1233.56058,1984.948592,0,1,0,0,1,1,0,1,0,0
5664.664297,1262.190905,1458.985282,553.8899223,1032.280359,1538.164397,0,0,0,0,0,1,1,1,0,1
15295.18133,1814.429087,1108.539673,1529.907822,1549.142608,1396.650029,1,1,1,1,0,1,1,1,0,1
7533.081148,1132.138997,1004.900201,673.4409406,949.7473733,659.4373491,0,1,1,0,0,0,1,1,0,1
11972.83117,1210.485715,1534.498396,821.9524733,900.1200787,1030.525238,0,1,1,1,0,1,0,1,0,0
9064.418147,1867.710828,1420.251967,1181.658051,1481.865356,1179.340249,1,0,1,0,0,0,1,0,1,1
5888.957992,569.2253563,1894.572572,1686.631443,551.9441424,1063.002245,1,1,1,1,1,0,1,1,1,0
10414.63857,1906.720185,908.1743406,1598.292913,1987.838122,805.1463393,0,1,1,0,0,1,0,1,1,1
8757.239385,1201.745831,1491.280404,1516.670248,1281.362746,1382.226828,1,0,1,0,0,1,1,1,0,1
8704.22764,667.4697608,1021.610554,1392.349766,834.6584487,1418.566712,0,1,1,0,0,1,0,1,1,1
12125.728,1263.86022,1377.366357,517.8473102,1276.240707,1504.10533,0,1,1,0,0,1,1,0,0,0
10504.22986,736.0205632,1693.11062,1109.325858,1519.545375,971.0877655,1,1,0,1,1,1,1,0,0,1
6512.250668,1579.087047,1841.897388,538.5931142,635.2748385,1672.014238,0,0,0,1,0,1,1,1,1,1
6909.753858,842.9620286,1083.36413,1906.725907,1090.178596,859.0863827,0,1,1,0,0,0,0,1,0,1
13257.74479,1985.497994,608.0480111,1328.146128,907.6243585,1967.801949,1,1,0,1,1,1,0,0,0,1
10930.86461,1928.667565,1541.35248,1565.006566,1853.326586,1364.87634,1,1,1,1,1,1,0,1,0,0
8692.278601,644.5435513,1344.506839,736.4916129,959.3294442,1610.574566,0,1,1,1,0,0,0,1,1,1
7204.81633,1873.915766,752.2023574,1384.231242,1556.308598,1939.532209,0,1,1,0,0,0,0,0,1,0
8708.3792,954.6986743,1369.848909,638.2021959,1262.179536,1468.661441,1,1,0,0,1,1,1,1,0,1
8675.45796,1858.943168,1057.528272,1284.180524,992.7411764,1241.813342,1,1,1,1,0,1,1,1,0,1
6984.976949,1220.126803,1321.469114,1040.153635,720.0321436,995.5579216,1,1,1,1,1,1,0,1,1,0
8371.195395,1383.646773,1254.169038,1863.978275,822.6438259,1815.891285,1,1,1,0,0,0,1,1,0,1
7515.333961,1914.604848,1466.603343,1012.44503,836.2014862,980.6422798,1,1,1,0,1,1,0,0,0,0
9411.790143,1781.71366,783.1510174,1573.517237,1097.372346,1728.877066,1,1,0,1,1,1,0,0,0,0
8728.194588,1745.214203,1267.673454,1168.578075,1231.471349,833.2035434,0,1,1,1,1,1,0,0,0,1
8364.975999,1582.175349,1438.94587,1159.547462,1722.511003,1361.12458,0,0,1,1,1,0,1,0,1,1
13236.30654,1018.201869,1164.385137,1210.154173,1122.198105,1340.132805,0,1,1,0,0,1,1,1,0,0
13369.85721,1830.488597,1896.71098,1895.565171,800.1421678,1918.622097,0,1,1,0,1,1,1,1,0,1
6562.117945,688.3585643,1504.080767,807.8077277,926.5013667,1865.120515,1,1,1,1,1,0,1,0,1,1
13280.35604,1788.862346,922.5811642,796.510308,1725.693758,1497.487796,1,0,1,0,1,1,1,1,0,1
13665.2891,1291.946312,1042.311173,1873.369195,1046.864957,1386.053473,1,1,1,0,0,1,1,1,0,1
7905.463819,1919.466299,805.3824604,870.1746085,1093.394778,1405.860848,0,1,1,0,1,1,0,1,0,1
11456.50194,1893.939761,1253.229675,1545.981054,708.1722742,1998.865223,0,1,1,1,0,1,1,1,0,1
7247.061896,1293.431689,655.2670404,1583.192967,682.2295676,600.6591836,1,0,1,1,1,1,0,1,0,0
11670.56576,1409.753426,1166.376179,1723.435847,1167.779234,812.6353421,0,1,1,0,0,1,1,1,1,1
6391.71425,1580.264756,1516.821407,1489.7809,1690.820968,608.0860883,1,1,1,0,0,0,0,1,0,1
10210.06647,852.3885051,1589.101958,1315.549423,938.7133885,1742.714653,1,1,1,0,0,1,1,0,1,1
4598.674428,1959.671443,1321.15189,1776.7006,1752.413192,1666.206956,0,1,1,1,1,0,0,0,1,1
6863.372913,682.400712,1093.005533,1620.020756,1277.446352,1732.619135,0,0,1,0,0,1,0,0,1,1
9403.843829,996.7529278,1823.624385,1444.460614,643.358873,698.1340783,0,0,1,0,1,0,1,1,0,1
6000.992057,1441.730956,1597.63488,629.6642157,1610.794981,1271.883709,0,1,1,1,1,0,0,1,1,1
10829.1076,1984.620848,1374.501883,1268.100341,1882.821454,1931.279337,0,1,1,0,1,1,1,1,1,1
5631.792485,1379.668347,1918.023487,1771.345222,1272.636765,1425.582632,1,0,1,0,0,0,0,0,0,1
14732.41984,1142.730846,1706.678751,698.3785875,876.7536069,1254.822379,1,1,1,1,0,1,1,1,0,1
9754.94352,855.9477839,1561.893432,1442.490235,1076.682223,1434.349684,0,1,1,0,0,0,1,0,1,1
8826.405986,944.6018784,1898.797386,1621.03587,1547.689306,1484.138715,0,1,1,1,1,1,0,1,1,1
12669.03187,607.2633438,817.0387746,614.8925052,1478.640099,944.5358755,0,1,1,1,0,1,1,1,1,0
8937.671631,1573.533326,876.929673,553.4149838,859.9805072,1255.32563,0,1,1,0,0,0,1,1,0,1
11983.19172,1250.36766,1312.219198,1413.419944,1175.313927,1857.313409,0,1,1,1,0,1,1,0,1,1
9940.898968,1205.631173,653.7919934,1504.038804,1685.897566,1564.976829,1,1,1,1,0,1,0,1,0,1
4718.86586,1604.713161,1269.029094,938.6063988,1593.422284,746.2989613,1,0,1,0,0,0,0,0,1,1
13331.52291,1845.501008,1874.167939,847.9259498,548.2225918,995.6883898,1,1,0,1,0,1,1,0,0,0
8958.967706,1477.786569,1287.610503,1795.191197,1383.604213,1575.410326,1,1,1,0,0,1,0,0,0,1
5550.120544,506.9048012,1949.72228,1908.448644,1176.541609,930.7556743,0,1,1,1,1,0,0,1,0,1
10390.95994,1882.492072,1594.330226,1791.069448,726.9723563,1677.629012,0,1,1,0,1,1,0,1,1,0
9776.760036,1907.3503,540.4104718,865.8579853,615.7630326,586.8606438,0,1,1,0,0,0,0,1,1,0
7833.767398,1440.943647,832.1455957,1387.475083,1972.660708,1962.854138,0,0,1,0,1,0,1,1,1,1
4892.438005,1873.486359,691.0269571,1290.672161,1264.865618,1109.556794,0,1,1,0,1,0,0,1,0,0
11184.28538,1177.664824,1803.204935,1450.955179,714.2821776,1986.110906,0,1,1,1,1,1,1,0,1,1
13348.53658,1727.232072,1883.320605,1995.227419,516.413652,1081.958212,1,1,1,1,1,1,1,1,1,0
13151.18682,1234.106423,512.6988564,1322.628632,1774.203607,1991.258855,0,1,1,1,0,1,1,0,1,0
9049.037038,1005.559484,1819.496228,718.5174573,1521.385626,1447.547312,1,1,1,1,0,0,1,1,1,1
5871.377108,879.3507355,1577.525416,590.691132,1016.56545,1968.840724,1,1,1,1,0,0,0,0,0,1
14003.37768,1705.960514,1627.284122,1120.674787,1389.3583,1121.922876,0,1,1,1,0,1,1,0,1,1
10028.39207,1204.442305,533.4986235,1179.043078,1174.656385,1766.032265,1,0,1,1,0,1,0,1,0,1
6766.539998,1317.438338,1760.960935,1406.741597,1659.566842,1953.959191,1,0,1,0,1,0,1,1,0,1
8516.21111,1569.441299,1155.003946,1933.397574,974.749569,1374.758473,0,1,1,1,1,1,0,1,0,1
6072.719899,1969.10585,1931.38388,1618.914234,1065.091977,1258.57311,0,1,0,0,0,0,0,0,1,0
13288.45627,702.8510111,868.7433979,1441.495931,1927.558383,511.8084423,1,1,1,0,0,1,1,1,1,1
11106.47772,1011.105176,1549.205885,1069.606438,1902.218325,1601.820116,0,1,1,0,0,0,1,1,1,1
